price;title;de_price;por_price;a_vista;desconto_a_vista;num_parcelas;valor_parcela;format_title;manufacturer;espaco_armazenamento;modelo;cor
   por R$ 6569,10 ’‘’_ vista (10% de desconto)      ou R$ 7299,00 em 12x de R$ 608,25 sem juros ;iPhone XS Apple 64GB Ouro 4G Tela 5,8Î_’_Îù Retina - C’‘Î¢mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone - Magazine Luiza;   ;6569,1;True;10% de desconto; 12x ;608,25;"iPhone XS64GB Ouro 4G Tela 5,8"" Retina - C‰mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone ";Apple;64GB;iPhone XS;Ouro
   por R$ 6569,10 ’‘’_ vista (10% de desconto)      ou R$ 7299,00 em 12x de R$ 608,25 sem juros ;iPhone XS Apple 64GB Prata 4G Tela 5,8Î_’_Îù Retina - C’‘Î¢mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone - Magazine Luiza;   ;6569,1;True;10% de desconto; 12x ;608,25;"iPhone XS64GB Prata 4G Tela 5,8"" Retina - C‰mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone ";Apple;64GB;iPhone XS;Prata
 de R$ 5499,00   por R$ 4409,10 ’‘’_ vista (10% de desconto)      ou R$ 4899,00 em 10x de R$ 489,90 sem juros ;iPhone XR Apple 128GB Branco 4G Tela 6,1Î_’_Îù Retina - C’‘Î¢mera 12MP + Selfie 7MP iOS 12 A12 Bionic Chip - iPhone - Magazine Luiza;5499;4409,1;True;10% de desconto; 10x ;489,9;"iPhone XR128GB Branco 4G Tela 6,1"" Retina - C‰mera 12MP + Selfie 7MP iOS 12 A12 Bionic Chip - iPhone ";Apple;128GB;iPhone XR;Branco
 de R$ 5999,00   por R$ 4859,10 ’‘’_ vista (10% de desconto)      ou R$ 5399,00 em 12x de R$ 449,92 sem juros ;iPhone XR Apple 256GB Product Red 4G Tela 6,1Î_’_Îù - Retina C’‘Î¢mera 12MP + Selfie 7MP iOS 12 - iPhone - Magazine Luiza;5999;4859,1;True;10% de desconto; 12x ;449,92;"iPhone XR256GB Product Red 4G Tela 6,1"" - Retina C‰mera 12MP + Selfie 7MP iOS 12 - iPhone ";Apple;256GB;iPhone XR;Vermelho
 de R$ 5999,00   por R$ 4859,10 ’‘’_ vista (10% de desconto)      ou R$ 5399,00 em 12x de R$ 449,92 sem juros ;iPhone XR Apple 256GB Coral 4G Tela 6,1Î_’_Îù Retina - C’‘Î¢mera 12MP + Selfie 7MP iOS 12 A12 Bionic Chip - iPhone - Magazine Luiza;5999;4859,1;True;10% de desconto; 12x ;449,92;"iPhone XR256GB Coral 4G Tela 6,1"" Retina - C‰mera 12MP + Selfie 7MP iOS 12 A12 Bionic Chip - iPhone ";Apple;256GB;iPhone XR;Coral
   por R$ 8999,10 ’‘’_ vista (10% de desconto)      ou R$ 9999,00 em 12x de R$ 833,25 sem juros ;iPhone XS Max Apple 512GB Ouro 4G Tela 6,5Î_’_Îù - Retina C’‘Î¢mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone - Magazine Luiza;   ;8999,1;True;10% de desconto; 12x ;833,25;"iPhone XS Max512GB Ouro 4G Tela 6,5"" - Retina C‰mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone ";Apple;512GB;iPhone XS Max;Ouro
   por R$ 8999,10 ’‘’_ vista (10% de desconto)      ou R$ 9999,00 em 12x de R$ 833,25 sem juros ;iPhone XS Max Apple 512GB Prata 4G Tela 6,5Î_’_Îù - Retina C’‘Î¢mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone - Magazine Luiza;   ;8999,1;True;10% de desconto; 12x ;833,25;"iPhone XS Max512GB Prata 4G Tela 6,5"" - Retina C‰mera Dupla 12MP + Selfie 7MP iOS 12 - iPhone ";Apple;512GB;iPhone XS Max;Prata
   por R$ 4499,10 ’‘’_ vista (10% de desconto)      ou R$ 4999,00 em 10x de R$ 499,90 sem juros ;Smartphone Samsung Galaxy S10 128GB Branco 4G - 8GB RAM Tela 6,1Î_’_Îù C’‘Î¢m. Tripla + Selfie 10MP - Galaxy S10 - Magazine Luiza;   ;4499,1;True;10% de desconto; 10x ;499,9;"Galaxy S10 128GB Branco 4G - 8GB RAM Tela 6,1"" C‰m. Tripla + Selfie 10MP - Galaxy S10 ";Samsung;128GB;Galaxy S10;Branco
   por R$ 4949,10 ’‘’_ vista (10% de desconto)      ou R$ 5499,00 em 12x de R$ 458,25 sem juros ;Smartphone Samsung Galaxy S10+ 128GB Preto 4G - 8GB RAM Tela 6,4Î_’_Îù C’‘Î¢m. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza;   ;4949,1;True;10% de desconto; 12x ;458,25;"Galaxy S10+ 128GB Preto 4G - 8GB RAM Tela 6,4"" C‰m. Tripla + Selfie Dupla - Galaxy S10+ ";Samsung;128GB;Galaxy S10+;Preto
   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;Smartphone Samsung Galaxy S10e 128GB Branco 4G  - 6GB RAM Tela 5,8Î_’_Îù C’‘Î¢m. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza;   ;3869,1;True;10% de desconto; 10x ;429,9;"Galaxy S10e 128GB Branco 4G- 6GB RAM Tela 5,8"" C‰m. Dupla + Selfie 10MP - Galaxy S10e ";Samsung;128GB;Galaxy S10e;Branco
   por R$ 4949,10 ’‘’_ vista (10% de desconto)      ou R$ 5499,00 em 12x de R$ 458,25 sem juros ;Smartphone Samsung Galaxy S10+ 128GB Azul 4G  - 8GB RAM Tela 6,4Î_’_Îù C’‘Î¢m. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza;   ;4949,1;True;10% de desconto; 12x ;458,25;"Galaxy S10+ 128GB Azul 4G- 8GB RAM Tela 6,4"" C‰m. Tripla + Selfie Dupla - Galaxy S10+ ";Samsung;128GB;Galaxy S10+;Azul
   por R$ 4949,10 ’‘’_ vista (10% de desconto)      ou R$ 5499,00 em 12x de R$ 458,25 sem juros ;Smartphone Samsung Galaxy S10+ 128GB Branco 4G - 8GB RAM Tela 6,4Î_’_Îù C’‘Î¢m. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza;   ;4949,1;True;10% de desconto; 12x ;458,25;"Galaxy S10+ 128GB Branco 4G - 8GB RAM Tela 6,4"" C‰m. Tripla + Selfie Dupla - Galaxy S10+ ";Samsung;128GB;Galaxy S10+;Branco
   por R$ 4499,10 ’‘’_ vista (10% de desconto)      ou R$ 4999,00 em 10x de R$ 499,90 sem juros ;Smartphone Samsung Galaxy S10 128GB Preto 4G - 8GB RAM Tela 6,1Î_’_Îù C’‘Î¢m. Tripla + Selfie 10MP - Galaxy S10 - Magazine Luiza;   ;4499,1;True;10% de desconto; 10x ;499,9;"Galaxy S10 128GB Preto 4G - 8GB RAM Tela 6,1"" C‰m. Tripla + Selfie 10MP - Galaxy S10 ";Samsung;128GB;Galaxy S10;Preto
   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;Smartphone Samsung Galaxy S10e 128GB Preto 4G  - 6GB RAM Tela 5,8Î_’_Îù C’‘Î¢m. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza;   ;3869,1;True;10% de desconto; 10x ;429,9;"Galaxy S10e 128GB Preto 4G- 6GB RAM Tela 5,8"" C‰m. Dupla + Selfie 10MP - Galaxy S10e ";Samsung;128GB;Galaxy S10e;Preto
   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;Smartphone Samsung Galaxy S10e 128GB Azul 4G - 6GB RAM Tela 5,8Î_’_Îù C’‘Î¢m. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza;   ;3869,1;True;10% de desconto; 10x ;429,9;"Galaxy S10e 128GB Azul 4G - 6GB RAM Tela 5,8"" C‰m. Dupla + Selfie 10MP - Galaxy S10e ";Samsung;128GB;Galaxy S10e;Azul
   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;Smartphone Samsung Galaxy S10e 128GB Amarelo 4G  - 6GB RAM Tela 5,8Î_’_Îù C’‘Î¢m. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza;   ;3869,1;True;10% de desconto; 10x ;429,9;"Galaxy S10e 128GB Amarelo 4G- 6GB RAM Tela 5,8"" C‰m. Dupla + Selfie 10MP - Galaxy S10e ";Samsung;128GB;Galaxy S10e;Amarelo
 de R$ 4299,00   por R$ 2519,10 ’‘’_ vista (10% de desconto)      ou R$ 2799,00 em 10x de R$ 279,90 sem juros ;Smartphone Samsung Galaxy S9 128GB Preto 4G - C’‘Î¢m. 12MP + Selfie 8MP Tela 5.8Î_’_Îù Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza;4299;2519,1;True;10% de desconto; 10x ;279,9;"Galaxy S9 128GB Preto 4G - C‰m. 12MP + Selfie 8MP Tela 5.8"" Quad HD Octa Core - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9;Preto
 de R$ 4299,00   por R$ 2519,10 ’‘’_ vista (10% de desconto)      ou R$ 2799,00 em 10x de R$ 279,90 sem juros ;Smartphone Samsung Galaxy S9 128GB Ultravioleta 4G - C’‘Î¢m. 12MP + Selfie 8MP Tela 5.8Î_’_Îù Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza;4299;2519,1;True;10% de desconto; 10x ;279,9;"Galaxy S9 128GB Ultravioleta 4G - C‰m. 12MP + Selfie 8MP Tela 5.8"" Quad HD Octa Core - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9;Ultravioleta
 de R$ 4899,00   por R$ 2879,10 ’‘’_ vista (10% de desconto)      ou R$ 3199,00 em 10x de R$ 319,90 sem juros ;Smartphone Samsung Galaxy S9+ 128GB Ultravioleta - C’‘Î¢m. 12MP + Selfie 8MP Tela 6.2Î_’_Îù Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza;4899;2879,1;True;10% de desconto; 10x ;319,9;"Galaxy S9+ 128GB Ultravioleta - C‰m. 12MP + Selfie 8MP Tela 6.2"" Quad HD Octa Core - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9+;Ultravioleta
 de R$ 4899,00   por R$ 2879,10 ’‘’_ vista (10% de desconto)      ou R$ 3199,00 em 10x de R$ 319,90 sem juros ;Smartphone Samsung Galaxy S9+ 128GB Cinza 4G - C’‘Î¢m. 12MP + Selfie 8MP Tela 6.2Î_’_Îù Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza;4899;2879,1;True;10% de desconto; 10x ;319,9;"Galaxy S9+ 128GB Cinza 4G - C‰m. 12MP + Selfie 8MP Tela 6.2"" Quad HD Octa Core - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9+;Cinza Espacial
 de R$ 4899,00   por R$ 2879,10 ’‘’_ vista (10% de desconto)      ou R$ 3199,00 em 10x de R$ 319,90 sem juros ;Smartphone Samsung Galaxy S9+ 128GB Azul Dual Chip - 4G C’‘Î¢m. 12MP e 12MP + Selfie 8MP Tela 6,2Î_’_Îù - Galaxy S9 e S9+ - Magazine Luiza;4899;2879,1;True;10% de desconto; 10x ;319,9;"Galaxy S9+ 128GB Azul Dual Chip - 4G C‰m. 12MP e 12MP + Selfie 8MP Tela 6,2"" - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9+;Azul
 de R$ 4299,00   por R$ 2519,10 ’‘’_ vista (10% de desconto)      ou R$ 2799,00 em 10x de R$ 279,90 sem juros ;Smartphone Samsung Galaxy S9 128GB Azul Dual Chip - 4G C’‘Î¢m. 12MP + Selfie 8MP Tela 5,8Î_’_Îù Quad HD+ - Galaxy S9 e S9+ - Magazine Luiza;4299;2519,1;True;10% de desconto; 10x ;279,9;"Galaxy S9 128GB Azul Dual Chip - 4G C‰m. 12MP + Selfie 8MP Tela 5,8"" Quad HD+ - Galaxy S9 e S9+ ";Samsung;128GB;Galaxy S9;Azul
 de R$ 4399,00   por R$ 2825,91 ’‘’_ vista (10% de desconto)      ou R$ 3139,90 em 10x de R$ 313,99 sem juros ;Smartphone Samsung Galaxy S8+ 64GB Preto Dual Chip - 4G C’‘Î¢m. 12MP + Selfie 8MP Tela 6.2Î_’_Îù Quad HD - Galaxy S8 e S8+ - Magazine Luiza;4399;2825,91;True;10% de desconto; 10x ;313,99;"Galaxy S8+ 64GB Preto Dual Chip - 4G C‰m. 12MP + Selfie 8MP Tela 6.2"" Quad HD - Galaxy S8 e S8+ ";Samsung;64GB;Galaxy S8+;Preto
 de R$ 4399,00   por R$ 3509,91 ’‘’_ vista (10% de desconto)      ou R$ 3899,90 em 10x de R$ 389,99 sem juros ;Smartphone Samsung Galaxy S8+ 64GB Ametista - Dual Chip 4G C’‘Î¢m. 12MP + Selfie 8MP Tela 6.2Î_’_Îù - Galaxy S8 e S8+ - Magazine Luiza;4399;3509,91;True;10% de desconto; 10x ;389,99;"Galaxy S8+ 64GB Ametista - Dual Chip 4G C‰m. 12MP + Selfie 8MP Tela 6.2"" - Galaxy S8 e S8+ ";Samsung;64GB;Galaxy S8+;Ametista
 de R$ 4399,00   por R$ 3194,91 ’‘’_ vista (10% de desconto)      ou R$ 3549,90 em 10x de R$ 354,99 sem juros ;Smartphone Samsung Galaxy S8+ 64GB Prata Dual Chip - 4G C’‘Î¢m. 12MP + Selfie 8MP Tela 6.2Î_’_Îù Quad HD - Galaxy S8 e S8+ - Magazine Luiza;4399;3194,91;True;10% de desconto; 10x ;354,99;"Galaxy S8+ 64GB Prata Dual Chip - 4G C‰m. 12MP + Selfie 8MP Tela 6.2"" Quad HD - Galaxy S8 e S8+ ";Samsung;64GB;Galaxy S8+;Prata
 de R$ 1499,00   por R$ 1299,00      em 10x de R$ 129,90 sem juros ;Smartphone redmi mi a2 4ram 32gb lte dual global dourado - Xiaomi - Magazine Luiza;1499;1299;False;; 10x ;129,9;mi a2 4ram 32gb lte dual global dourado - Xiaomi ;Xiaomi;32GB;MI A2;Dourado
 de R$ 1499,90   por R$ 1249,90      em 10x de R$ 124,99 sem juros ;Celular SmartPhone Redmi Note 6 Pro 64gb Original Novo - Xiaomi - Magazine Luiza;1499,9;1249,9;False;; 10x ;124,99; SmartPhone Redmi Note 6 Pro 64gb Original Novo - Xiaomi ;Xiaomi;64GB;Redmi Note 6 Pro;
 de R$ 1499,90   por R$ 1199,90      em 10x de R$ 119,99 sem juros ;Smartphone xiaomi redmi mi a2 32gb dual 4g lte preto - Xiaomi - Magazine Luiza;1499,9;1199,9;False;; 10x ;119,99;redmi mi a2 32gb dual 4g lte preto - Xiaomi ;Xiaomi;32GB;Mi A2;Preto
 de R$ 899,90   por R$ 799,90      em 10x de R$ 79,99 sem juros ;Smartphone xiaomi redmi 6a 32gb dual 4g lte preto - Xiaomi - Magazine Luiza;899,9;799,9;False;; 10x ;79,99;redmi 6a 32gb dual 4g lte preto - Xiaomi ;Xiaomi;32GB;Redmi 6A;Preto
 de R$ 899,90   por R$ 799,90      em 10x de R$ 79,99 sem juros ;Smartphone xiaomi redmi 6a 32gb dual 4g lte dourado - Xiaomi - Magazine Luiza;899,9;799,9;False;; 10x ;79,99;redmi 6a 32gb dual 4g lte dourado - Xiaomi ;Xiaomi;32GB;Redmi 6A;Dourado
 de R$ 899,90   por R$ 699,90      em 10x de R$ 69,99 sem juros ;Smartphone xiaomi redmi 6a 16gb dual 4g lte dourado - Xiaomi - Magazine Luiza;899,9;699,9;False;; 10x ;69,99;redmi 6a 16gb dual 4g lte dourado - Xiaomi ;Xiaomi;16GB;Redmi 6A;Dourado
 de R$ 899,90   por R$ 699,90      em 10x de R$ 69,99 sem juros ;Smartphone xiaomi redmi 6a 16gb dual 4g lte preto - Xiaomi - Magazine Luiza;899,9;699,9;False;; 10x ;69,99;redmi 6a 16gb dual 4g lte preto - Xiaomi ;Xiaomi;16GB;Redmi 6A;Preto
   por R$ 749,00      em 10x de R$ 74,90 sem juros ;Smartphone Xiaomi Redmi 6 preto, Tela 5,45‰Ûù, 3GB Ram, 32GB, CÌ¢mera 12MP/5MP, Dual Sim - Marca - Xiaomi - Magazine Luiza;   ;749;False;; 10x ;74,9;Redmi 6 preto, Tela 5,45‰Ûù, 3GB Ram, 32GB, CÌ¢mera 12MP/5MP, Dual Sim - Marca -;Xiaomi;32GB;Redmi 6A;Preto
 de R$ 1299,90   por R$ 1049,90      em 10x de R$ 104,99 sem juros ;Smartphone redmi 7 64gb snapdragon 632 2gb 12mp+2mp selfie 8mp ram preto - Xiaomi - Magazine Luiza;1299,9;1049,9;False;; 10x ;104,99;7 64gb snapdragon 632 2gb 12mp+2mp selfie 8mp ram preto - Xiaomi ;Xiaomi;64GB;Redmi 7;Preto
 de R$ 1499,90   por R$ 1399,90      em 10x de R$ 139,99 sem juros ;Smartphone celular redmi mi 8 lite 64gb dual 4g lte preto - Xiaomi - Magazine Luiza;1499,9;1399,9;False;; 10x ;139,99;redmi mi 8 lite 64gb dual 4g lte preto - Xiaomi ;Xiaomi;64GB;Mi 8 Lite;Preto
 de R$ 1699,90   por R$ 1499,90      em 10x de R$ 149,99 sem juros ;Smartphone celular redmi mi 8 light 64gb dual 4g lte azul - Xiaomi - Magazine Luiza;1699,9;1499,9;False;; 10x ;149,99;redmi mi 8 light 64gb dual 4g lte azul - Xiaomi ;Xiaomi;64GB;Mi 8 Light;Azul
   por R$ 1049,00      em 10x de R$ 104,90 sem juros ;Smartphone redmi mi play 4ram 64gb tela 5.84‰Ûù lte dual global azul - Xiaomi - Magazine Luiza;   ;1049;False;; 10x ;104,9;mi play 4ram 64gb tela 5.84‰Ûù lte dual global azul - Xiaomi ;Xiaomi;64GB;Mi Play;Azul
 de R$ 1299,00   por R$ 1199,00      em 10x de R$ 119,90 sem juros ;Smartphone redmi mi a2 lite 4ram 64gb tela 5.84‰Ûù lte dual global azul - Xiaomi - Magazine Luiza;1299;1199;False;; 10x ;119,9;mi a2 lite 4ram 64gb tela 5.84‰Ûù lte dual global azul - Xiaomi ;Xiaomi;64GB;MI A2 Lite;Azul
 de R$ 1699,00   por R$ 1099,00      em 10x de R$ 109,90 sem juros ;Smartphone redmi mi a2 4ram 64gb lte dual global preto - Xiaomi - Magazine Luiza;1699;1099;False;; 10x ;109,9;mi a2 4ram 64gb lte dual global preto - Xiaomi ;Xiaomi;64GB;MI A2;Preto
 de R$ 2399,00   por R$ 2299,00      em 10x de R$ 229,90 sem juros ;Smartphone redmi pocophone f1 6ram 128gb lte dual global azul - Xiaomi - Magazine Luiza;2399;2299;False;; 10x ;229,9;pocophone f1 6ram 128gb lte dual global azul - Xiaomi ;Xiaomi;128GB;Redmi Pocophone F1;Azul
   por R$ 2599,90      em 10x de R$ 259,99 sem juros ;Smartphone redmi pocophone f1 128gb dual 4g lte preto - Xiaomi - Magazine Luiza;   ;2599,9;False;; 10x ;259,99;pocophone f1 128gb dual 4g lte preto - Xiaomi ;Xiaomi;128GB;Redmi Pocophone F1;Preto
   por R$ 2199,90      em 10x de R$ 219,99 sem juros ;Smartphone celular redmi pocophone f1 64gb dual 4g lte preto - Xiaomi - Magazine Luiza;   ;2199,9;False;; 10x ;219,99;redmi pocophone f1 64gb dual 4g lte preto - Xiaomi ;Xiaomi;128GB;Redmi Pocophone F1;Preto
   por R$ 2599,00      em 10x de R$ 259,90 sem juros ;Smartphone celular redmi pocophone f1 128gb dual 4g lte azul - Xiaomi - Magazine Luiza;   ;2599;False;; 10x ;259,9;redmi pocophone f1 128gb dual 4g lte azul - Xiaomi ;Xiaomi;64GB;Redmi Pocophone F1;Azul
   por R$ 3699,90      em 10x de R$ 369,99 sem juros ;Smartphone celular redmi mi 8 pro 128gb transparente dual 4g lte titan - Xiaomi - Magazine Luiza;   ;3699,9;False;; 10x ;369,99;redmi mi 8 pro 128gb transparente dual 4g lte titan - Xiaomi ;Xiaomi;128GB;Mi 8 Pro;Transparente
 de R$ 1899,90   por R$ 1499,90      em 10x de R$ 149,99 sem juros ;Smartphone redmi mi max 3 64gb dual 4g lte preto - Xiaomi - Magazine Luiza;1899,9;1499,9;False;; 10x ;149,99;mi max 3 64gb dual 4g lte preto - Xiaomi ;Xiaomi;64GB;Mi Max 3;Preto